Modelo,Valor,Local,Ano
IPHONE XS,1550.0,FORTALEZA DAMAS,2018.0
IPHONE X,1550.0,CAUCAIA ARIANÓPOLIS (JUREMA),2017.0
IPHONE X,1550.0,FORTALEZA JANGURUSSU,2017.0
IPHONE 7,1550.0,CAUCAIA AÇUDE,2016.0
IPHONE 8 PLUS,1580.0,PACATUBA PAVUNA,2017.0
IPHONE XR,1599.0,FORTALEZA PREFEITO JOSÉ WALTER,2018.0
IPHONE X,1599.0,FORTALEZA PIRAMBU,2017.0
IPHONE 8 PLUS,1599.0,FORTALEZA SALINAS,2017.0
IPHONE X,1599.0,FORTALEZA BELA VISTA,2017.0
IPHONE X,1599.0,PACAJUS,2017.0
IPHONE XS,1599.0,FORTALEZA MONDUBIM,2018.0
IPHONE XR,1599.0,FORTALEZA COCÓ,2018.0
IPHONE 8 PLUS,1599.0,MARACANAÚ CENTRO,2017.0
IPHONE 8 PLUS,1600.0,FORTALEZA PREFEITO JOSÉ WALTER,2017.0
IPHONE 11,1600.0,FORTALEZA PARANGABA,2019.0
IPHONE X,1600.0,FORTALEZA BARRA DO CEARÁ,2017.0
IPHONE 8 PLUS,1600.0,FORTALEZA ANCURI,2017.0
IPHONE X,1600.0,FORTALEZA COAÇU,2017.0
IPHONE X,1600.0,FORTALEZA PAUPINA,2017.0
IPHONE X,1600.0,FORTALEZA PIRAMBU,2017.0
IPHONE 8 PLUS,1600.0,MARACANAÚ TIMBÓ,2017.0
IPHONE X,1600.0,FORTALEZA CENTRO,2017.0
IPHONE X,1600.0,FORTALEZA RODOLFO TEÓFILO,2017.0
IPHONE 8 PLUS,1600.0,ITAITINGA,2017.0
IPHONE 8 PLUS,1600.0,PINDORETAMA,2017.0
IPHONE X,1600.0,FORTALEZA JARDIM GUANABARA,2017.0
IPHONE X,1600.0,FORTALEZA FÁTIMA,2017.0
IPHONE X,1600.0,FORTALEZA MONDUBIM,2017.0
IPHONE X,1600.0,FORTALEZA PLANALTO AYRTON SENNA,2017.0
IPHONE XR,1600.0,FORTALEZA FARIAS BRITO,2018.0
IPHONE X,1600.0,FORTALEZA PARQUE IRACEMA,2017.0
IPHONE X,1600.0,FORTALEZA PAUPINA,2017.0
IPHONE XS MAX,1600.0,FORTALEZA VILA VELHA,2018.0
IPHONE X,1600.0,FORTALEZA JÓQUEI CLUBE,2017.0
IPHONE XS,1600.0,FORTALEZA JACARECANGA,2018.0
IPHONE 8 PLUS,1600.0,FORTALEZA ENGENHEIRO LUCIANO CAVALCANTE,2017.0
IPHONE 8 PLUS,1600.0,EUSÉBIO CENTRO,2017.0
IPHONE 8 PLUS,1600.0,FORTALEZA CONJUNTO CEARÁ II,2017.0
IPHONE X,1600.0,FORTALEZA PARQUE IRACEMA,2017.0
IPHONE XR,1600.0,FORTALEZA PICI,2018.0
IPHONE X,1600.0,FORTALEZA PARQUE IRACEMA,2017.0
IPHONE X,1600.0,FORTALEZA PARANGABA,2017.0
IPHONE XS,1600.0,FORTALEZA MESSEJANA,2018.0
IPHONE XR,1600.0,FORTALEZA CANINDEZINHO,2018.0
IPHONE SE,1600.0,FORTALEZA JANGURUSSU,2020.0
IPHONE XS MAX,1600.0,FORTALEZA JOSÉ DE ALENCAR,2018.0
IPHONE X,1600.0,FORTALEZA AEROLÂNDIA,2017.0
IPHONE XS MAX,1600.0,FORTALEZA MONTESE,2018.0
IPHONE 8 PLUS,1649.0,MARACANAÚ CENTRO,2017.0
IPHONE 8 PLUS,1649.0,MARACANAÚ CENTRO,2017.0
IPHONE 8 PLUS,1649.0,MARACANAÚ CENTRO,2017.0
IPHONE XS,1649.0,FORTALEZA CENTRO,2018.0
IPHONE 8 PLUS,1649.0,MARACANAÚ CENTRO,2017.0
IPHONE X,1650.0,FORTALEZA MONDUBIM,2017.0
IPHONE 8 PLUS,1650.0,FORTALEZA ELLERY,2017.0
IPHONE XS MAX,1650.0,FORTALEZA JARDIM DAS OLIVEIRAS,2018.0
IPHONE XS,1650.0,FORTALEZA PARANGABA,2018.0
IPHONE X,1650.0,MARACANAÚ MUCUNÃ,2017.0
IPHONE XS,1650.0,FORTALEZA PARANGABA,2018.0
IPHONE XS,1650.0,FORTALEZA PARANGABA,2018.0
IPHONE X,1650.0,FORTALEZA PRESIDENTE KENNEDY,2017.0
IPHONE 8 PLUS,1650.0,FORTALEZA QUINTINO CUNHA,2017.0
IPHONE X,1650.0,FORTALEZA GENIBAÚ,2017.0
IPHONE X,1650.0,FORTALEZA PARANGABA,2017.0
IPHONE SE,1699.0,FORTALEZA JOSÉ BONIFÁCIO,2020.0
IPHONE X,1699.0,FORTALEZA EDSON QUEIROZ,2017.0
IPHONE XS,1700.0,FORTALEZA PLANALTO AYRTON SENNA,2018.0
IPHONE X,1700.0,PACATUBA SENADOR CARLOS JEREISSATI,2017.0
IPHONE X,1700.0,CAUCAIA PARQUE POTIRA (JUREMA),2017.0
IPHONE X,1700.0,FORTALEZA BOM JARDIM,2017.0
IPHONE X,1700.0,FORTALEZA ALDEOTA,2017.0
IPHONE XR,1700.0,FORTALEZA SIQUEIRA,2018.0
IPHONE X,1700.0,FORTALEZA COAÇU,2017.0
IPHONE XS,1700.0,FORTALEZA QUINTINO CUNHA,2018.0
IPHONE X,1700.0,CAUCAIA PLANALTO CAUCAIA,2017.0
IPHONE X,1700.0,CAUCAIA PARQUE DAS NAÇÕES (JUREMA),2017.0
IPHONE X,1700.0,MARACANAÚ JEREISSATI I,2017.0
IPHONE X,1700.0,CAUCAIA PARQUE DAS NAÇÕES (JUREMA),2017.0
IPHONE X,1700.0,FORTALEZA COAÇU,2017.0
IPHONE X,1700.0,PACATUBA SENADOR CARLOS JEREISSATI,2017.0
IPHONE X,1700.0,FORTALEZA DAMAS,2017.0
IPHONE X,1700.0,FORTALEZA FÁTIMA,2017.0
IPHONE XS MAX,1700.0,FORTALEZA CAJAZEIRAS,2018.0
IPHONE 8 PLUS,1700.0,FORTALEZA SIQUEIRA,2017.0
IPHONE X,1700.0,PACATUBA SENADOR CARLOS JEREISSATI,2017.0
IPHONE X,1700.0,FORTALEZA JOAQUIM TÁVORA,2017.0
IPHONE 8 PLUS,1700.0,MARACANAÚ INDUSTRIAL,2017.0
IPHONE 8 PLUS,1700.0,FORTALEZA HENRIQUE JORGE,2017.0
IPHONE X,1700.0,FORTALEZA ALDEOTA,2017.0
IPHONE XR,1700.0,FORTALEZA BARROSO,2018.0
IPHONE X,1700.0,FORTALEZA SAPIRANGA-COITÉ,2017.0
IPHONE X,1750.0,FORTALEZA VICENTE PINZON,2017.0
IPHONE 8 PLUS,1750.0,PACATUBA SENADOR CARLOS JEREISSATI,2017.0
IPHONE X,1750.0,FORTALEZA SERRINHA,2017.0
IPHONE X,1750.0,CAUCAIA ITAMBÉ,2017.0
IPHONE X,1750.0,FORTALEZA ENGENHEIRO LUCIANO CAVALCANTE,2017.0
IPHONE X,1750.0,FORTALEZA MEIRELES,2017.0
IPHONE 8 PLUS,1750.0,FORTALEZA JANGURUSSU,2017.0
IPHONE X,1750.0,FORTALEZA BOM FUTURO,2017.0
IPHONE 8 PLUS,1750.0,FORTALEZA BARRA DO CEARÁ,2017.0
IPHONE X,1790.0,MARACANAÚ NOVO ORIENTE,2017.0
IPHONE 11,1799.0,FORTALEZA ÁLVARO WEYNE,2019.0
IPHONE 8 PLUS,1800.0,FORTALEZA MARAPONGA,2017.0
IPHONE 11,1800.0,MARACANAÚ CENTRO,2019.0
IPHONE 11,1800.0,FORTALEZA JANGURUSSU,2019.0
IPHONE 11,1800.0,FORTALEZA DIONISIO TORRES,2019.0
IPHONE X,1800.0,FORTALEZA PARQUE SANTA MARIA,2017.0
IPHONE X,1800.0,FORTALEZA TAUAPE,2017.0
IPHONE XS MAX,1800.0,FORTALEZA BARRA DO CEARÁ,2018.0
IPHONE X,1800.0,FORTALEZA PREFEITO JOSÉ WALTER,2017.0
IPHONE X,1800.0,FORTALEZA BARRA DO CEARÁ,2017.0
IPHONE X,1800.0,FORTALEZA QUINTINO CUNHA,2017.0
IPHONE X,1800.0,FORTALEZA BOM JARDIM,2017.0
IPHONE 11 PRO MAX,1800.0,FORTALEZA PARQUE PRESIDENTE VARGAS,2019.0
IPHONE X,1800.0,HORIZONTE CENTRO,2017.0
IPHONE 11,1800.0,FORTALEZA MONTE CASTELO,2019.0
IPHONE 8 PLUS,1800.0,FORTALEZA ALDEOTA,2017.0
IPHONE X,1800.0,FORTALEZA BELA VISTA,2017.0
IPHONE X,1800.0,FORTALEZA MESSEJANA,2017.0
IPHONE X,1800.0,FORTALEZA JANGURUSSU,2017.0
IPHONE X,1800.0,FORTALEZA JARDIM IRACEMA,2017.0
IPHONE X,1800.0,SÃO GONÇALO DO AMARANTE,2017.0
IPHONE X,1800.0,FORTALEZA QUINTINO CUNHA,2017.0
IPHONE X,1800.0,MARACANAÚ ALTO ALEGRE I,2017.0
IPHONE 11,1800.0,FORTALEZA ANCURI,2019.0
IPHONE 12 MINI,1800.0,FORTALEZA FLORESTA,2020.0
IPHONE X,1800.0,AQUIRAZ,2017.0
IPHONE 11,1800.0,FORTALEZA ALDEOTA,2019.0
IPHONE 11,1800.0,FORTALEZA CENTRO,2019.0
IPHONE X,1800.0,FORTALEZA ELLERY,2017.0
IPHONE X,1800.0,FORTALEZA CAJAZEIRAS,2017.0
IPHONE X,1800.0,FORTALEZA VILA PERI,2017.0
IPHONE XS MAX,1800.0,FORTALEZA FARIAS BRITO,2018.0
IPHONE XR,1800.0,FORTALEZA MONDUBIM,2018.0
IPHONE X,1800.0,FORTALEZA JOSÉ DE ALENCAR,2017.0
IPHONE XS MAX,1800.0,FORTALEZA COCÓ,2018.0
IPHONE XR,1800.0,FORTALEZA CARLITO PAMPLONA,2018.0
IPHONE X,1800.0,FORTALEZA DENDÊ,2017.0
IPHONE X,1850.0,FORTALEZA JOÃO XXIII,2017.0
IPHONE XR,1850.0,CAUCAIA PLANALTO CAUCAIA,2018.0
IPHONE X,1850.0,FORTALEZA VICENTE PINZON,2017.0
IPHONE XR,1850.0,FORTALEZA JARDIM AMÉRICA,2018.0
IPHONE X,1850.0,FORTALEZA JOÃO XXIII,2017.0
IPHONE XS MAX,1850.0,FORTALEZA TAUAPE,2018.0
IPHONE X,1850.0,FORTALEZA CIDADE 2000,2017.0
IPHONE X,1850.0,FORTALEZA ELLERY,2017.0
IPHONE XR,1850.0,FORTALEZA ENGENHEIRO LUCIANO CAVALCANTE,2018.0
IPHONE 11,1850.0,FORTALEZA CENTRO,2019.0
IPHONE X,1850.0,FORTALEZA MONDUBIM,2017.0
IPHONE 11,1850.0,FORTALEZA GRANJA LISBOA,2019.0
IPHONE XR,1850.0,FORTALEZA VILA VELHA,2018.0
IPHONE 11,1850.0,FORTALEZA GRANJA LISBOA,2019.0
IPHONE XS MAX,1850.0,FORTALEZA MEIRELES,2018.0
IPHONE 11,1850.0,FORTALEZA GRANJA LISBOA,2019.0
IPHONE X,1850.0,FORTALEZA QUINTINO CUNHA,2017.0
IPHONE 11,1850.0,FORTALEZA GRANJA LISBOA,2019.0
IPHONE XR,1850.0,FORTALEZA JOÃO XXIII,2018.0
IPHONE X,1850.0,FORTALEZA NOVO MONDUBIM,2017.0
IPHONE X,1850.0,FORTALEZA RODOLFO TEÓFILO,2017.0
IPHONE XR,1899.0,MARACANAÚ CENTRO,2018.0
IPHONE X,1899.0,FORTALEZA JARDIM DAS OLIVEIRAS,2017.0
IPHONE 11,1899.0,FORTALEZA AEROLÂNDIA,2019.0
IPHONE X,1899.0,FORTALEZA AEROPORTO,2017.0
IPHONE XR,1899.0,MARACANAÚ CENTRO,2018.0
IPHONE X,1900.0,FORTALEZA PARANGABA,2017.0
IPHONE 11,1900.0,CAUCAIA PARQUE GUADALAJARA (JUREMA),2019.0
IPHONE XS,1900.0,FORTALEZA CENTRO,2018.0
IPHONE 11,1900.0,FORTALEZA FÁTIMA,2019.0
IPHONE 11,1900.0,FORTALEZA ITAPERI,2019.0
IPHONE XS MAX,1900.0,FORTALEZA TAUAPE,2018.0
IPHONE XR,1900.0,FORTALEZA CIDADE DOS FUNCIONÁRIOS,2018.0
IPHONE XS MAX,1900.0,FORTALEZA MOURA BRASIL,2018.0
IPHONE 11,1900.0,FORTALEZA PRES KENNEDY,2019.0
IPHONE 11,1900.0,FORTALEZA VILA VELHA,2019.0
IPHONE X,1900.0,FORTALEZA BELA VISTA,2017.0
IPHONE X,1900.0,FORTALEZA NOVO MONDUBIM,2017.0
IPHONE 11,1900.0,EUSÉBIO CENTRO,2019.0
IPHONE 11 PRO,1900.0,FORTALEZA HENRIQUE JORGE,2019.0
IPHONE 11,1900.0,FORTALEZA MONDUBIM,2019.0
IPHONE 11,1900.0,FORTALEZA CAIS DO PORTO,2019.0
IPHONE X,1900.0,FORTALEZA HENRIQUE JORGE,2017.0
IPHONE X,1900.0,AQUIRAZ,2017.0
IPHONE XS,1900.0,FORTALEZA VILA VELHA,2018.0
IPHONE X,1900.0,FORTALEZA COCÓ,2017.0
IPHONE X,1900.0,FORTALEZA DENDÊ,2017.0
IPHONE 11,1900.0,FORTALEZA VILA UNIÃO,2019.0
IPHONE X,1900.0,FORTALEZA MESSEJANA,2017.0
IPHONE 11,1900.0,FORTALEZA JANGURUSSU,2019.0
IPHONE XS,1900.0,FORTALEZA CIDADE DOS FUNCIONÁRIOS,2018.0
IPHONE 11,1920.0,FORTALEZA ANTÔNIO BEZERRA,2019.0
IPHONE XR,1949.0,MARACANAÚ CENTRO,2018.0
IPHONE XR,1949.0,MARACANAÚ CENTRO,2018.0
IPHONE XR,1949.0,MARACANAÚ CENTRO,2018.0
IPHONE X,1950.0,FORTALEZA COCÓ,2017.0
IPHONE X,1950.0,FORTALEZA PLANALTO AYRTON SENNA,2017.0
IPHONE 8 PLUS,1950.0,FORTALEZA VICENTE PINZON,2017.0
IPHONE XS,1950.0,FORTALEZA JARDIM CEARENSE,2018.0
IPHONE X,1950.0,FORTALEZA MEIRELES,2017.0
IPHONE X,1990.0,PACATUBA SENADOR CARLOS JEREISSATI,2017.0
IPHONE 11,1990.0,FORTALEZA MONDUBIM,2019.0
IPHONE 11,1999.0,FORTALEZA CENTRO,2019.0
IPHONE XS MAX,1999.0,FORTALEZA FÁTIMA,2018.0
IPHONE 11,1999.0,FORTALEZA MEIRELES,2019.0
IPHONE 11,1999.0,AQUIRAZ,2019.0
IPHONE 11,2000.0,FORTALEZA PASSARÉ,2019.0
IPHONE X,2000.0,FORTALEZA SÃO GERARDO,2017.0
IPHONE 11 PRO,2000.0,FORTALEZA NOVO MONDUBIM,2019.0
IPHONE 11,2000.0,FORTALEZA VARJOTA,2019.0
IPHONE XR,2000.0,FORTALEZA CIDADE DOS FUNCIONÁRIOS,2018.0
IPHONE XS MAX,2000.0,FORTALEZA ALDEOTA,2018.0
IPHONE 11,2000.0,FORTALEZA PREFEITO JOSÉ WALTER,2019.0
IPHONE X,2000.0,MARACANAÚ INDUSTRIAL,2017.0
IPHONE 11,2000.0,FORTALEZA MEIRELES,2019.0
IPHONE XR,2000.0,FORTALEZA CENTRO,2018.0
IPHONE XS,2000.0,FORTALEZA PARANGABA,2018.0
IPHONE X,2000.0,FORTALEZA CANINDEZINHO,2017.0
IPHONE X,2000.0,FORTALEZA GRANJA PORTUGAL,2017.0
IPHONE XR,2000.0,FORTALEZA MEIRELES,2018.0
IPHONE XR,2000.0,FORTALEZA PEDRAS,2018.0
IPHONE X,2000.0,FORTALEZA DE LOURDES,2017.0
IPHONE X,2000.0,FORTALEZA OLAVO OLIVEIRA,2017.0
IPHONE 11,2000.0,MARANGUAPE SAPUPARA,2019.0
IPHONE 11,2000.0,FORTALEZA PAPICU,2019.0
IPHONE 11,2000.0,CAUCAIA PARQUE POTIRA (JUREMA),2019.0
IPHONE 11,2000.0,FORTALEZA MESSEJANA,2019.0
IPHONE 11,2000.0,FORTALEZA MEIRELES,2019.0
IPHONE X,2000.0,FORTALEZA VICENTE PINZON,2017.0
IPHONE 8 PLUS,2000.0,FORTALEZA PARQUE DOIS IRMÃOS,2017.0
IPHONE X,2000.0,FORTALEZA JANGURUSSU,2017.0
IPHONE X,2000.0,MARACANAÚ CENTRO,2017.0
IPHONE X,2000.0,FORTALEZA DAMAS,2017.0
IPHONE 11,2000.0,FORTALEZA DIONISIO TORRES,2019.0
IPHONE 11,2000.0,PACATUBA SÃO JOSÉ,2019.0
IPHONE X,2000.0,FORTALEZA JARDIM IRACEMA,2017.0
IPHONE 11,2000.0,PENTECOSTE,2019.0
IPHONE XS MAX,2000.0,CAUCAIA SÃO MIGUEL (JUREMA),2018.0
IPHONE XS MAX,2000.0,FORTALEZA ANTÔNIO BEZERRA,2018.0
IPHONE 11,2000.0,FORTALEZA BARRA DO CEARÁ,2019.0
IPHONE X,2000.0,FORTALEZA NOVO MONDUBIM,2017.0
IPHONE X,2000.0,FORTALEZA CAJAZEIRAS,2017.0
IPHONE X,2000.0,FORTALEZA NOVO MONDUBIM,2017.0
IPHONE 11,2000.0,FORTALEZA BARRA DO CEARÁ,2019.0
IPHONE 11,2000.0,FORTALEZA CONJUNTO CEARÁ II,2019.0
IPHONE X,2000.0,FORTALEZA DE LOURDES,2017.0
IPHONE XR,2000.0,FORTALEZA CONJUNTO CEARÁ I,2018.0
IPHONE X,2000.0,FORTALEZA JOAQUIM TÁVORA,2017.0
IPHONE SE,2000.0,FORTALEZA FARIAS BRITO,2020.0
IPHONE 8 PLUS,2000.0,CAUCAIA PARQUE POTIRA (JUREMA),2017.0
IPHONE 11,2000.0,FORTALEZA CONJUNTO ESPERANÇA,2019.0
IPHONE 11 PRO,2000.0,FORTALEZA CONJUNTO CEARÁ II,2019.0
IPHONE 11,2000.0,FORTALEZA BARRA DO CEARÁ,2019.0
IPHONE 11,2050.0,FORTALEZA VILA VELHA,2019.0
IPHONE 11,2099.0,MARACANAÚ DISTRITO IND III,2019.0
IPHONE 11 PRO,2100.0,CAUCAIA NOVA METRÓPOLE (JUREMA),2019.0
IPHONE 11,2100.0,CAUCAIA NOVA METRÓPOLE (JUREMA),2019.0
IPHONE 11,2100.0,FORTALEZA PARQUE ARAXÁ,2019.0
IPHONE 11,2100.0,FORTALEZA DIONISIO TORRES,2019.0
IPHONE 11,2100.0,FORTALEZA PRESIDENTE KENNEDY,2019.0
IPHONE XS MAX,2100.0,FORTALEZA MANUEL DIAS BRANCO,2018.0
IPHONE 11,2100.0,FORTALEZA PAPICU,2019.0
IPHONE X,2100.0,FORTALEZA RODOLFO TEÓFILO,2017.0
IPHONE X,2100.0,FORTALEZA CAJAZEIRAS,2017.0
IPHONE 11,2100.0,FORTALEZA PREFEITO JOSÉ WALTER,2019.0
IPHONE X,2100.0,FORTALEZA DAMAS,2017.0
IPHONE 11,2100.0,FORTALEZA JANGURUSSU,2019.0
IPHONE 11,2100.0,MARACANAÚ JARDIM BANDEIRANTES,2019.0
IPHONE 8 PLUS,2100.0,FORTALEZA CARLITO PAMPLONA,2017.0
IPHONE 11,2100.0,FORTALEZA PAPICU,2019.0
IPHONE 11,2100.0,FORTALEZA CENTRO,2019.0
IPHONE X,2100.0,FORTALEZA ALDEOTA,2017.0
IPHONE 11,2100.0,FORTALEZA BOM JARDIM,2019.0
IPHONE XS MAX,2100.0,FORTALEZA NOVO MONDUBIM,2018.0
IPHONE 11,2100.0,FORTALEZA JOSÉ BONIFÁCIO,2019.0
IPHONE XS MAX,2100.0,FORTALEZA JANGURUSSU,2018.0
IPHONE X,2100.0,MARACANAÚ ALTO ALEGRE II,2017.0
IPHONE 11,2100.0,FORTALEZA MONTESE,2019.0
IPHONE X PRO MAX ,2100.0,FORTALEZA SERRINHA,2017.0
IPHONE 11,2100.0,PINDORETAMA,2019.0
IPHONE 11,2100.0,MARACANAÚ NOVO MARACANAÚ,2019.0
IPHONE 11,2100.0,FORTALEZA VILA UNIÃO,2019.0
IPHONE 11,2100.0,MARACANAÚ ALTO ALEGRE II,2019.0
IPHONE 11,2100.0,FORTALEZA MEIRELES,2019.0
IPHONE 11,2100.0,FORTALEZA CIDADE 2000,2019.0
IPHONE 11,2100.0,FORTALEZA MONTESE,2019.0
IPHONE 11,2100.0,FORTALEZA CONJUNTO CEARÁ II,2019.0
IPHONE 11,2100.0,FORTALEZA PEDRAS,2019.0
IPHONE X,2100.0,CAUCAIA JARDIM ICARAÍ,2017.0
IPHONE 11,2100.0,FORTALEZA CENTRO,2019.0
IPHONE 11,2100.0,FORTALEZA TAUAPE,2019.0
IPHONE X,2100.0,FORTALEZA ANTÔNIO BEZERRA,2017.0
IPHONE 11,2150.0,PACATUBA SENADOR CARLOS JEREISSATI,2019.0
IPHONE 11,2150.0,FORTALEZA PASSARÉ,2019.0
IPHONE 11,2150.0,FORTALEZA LAGOA REDONDA,2019.0
IPHONE X,2150.0,CAUCAIA,2017.0
IPHONE 11,2199.0,FORTALEZA ALDEOTA,2019.0
